movieId,title_cast,director,runtime,budget,plot_keywords
83134,Tyler Labine|Alan Tudyk|Katrina Bowden|Jesse Moss|Philip Granger|Brandon Jay McLaren|Christie Laing|Chelan Simmons|Travis Nelson|Alex Arsenault|Adam Beauchesne|Joseph Allan Sutherland|Mitchell Verigin|Angela DeCorte|Karen Reigh,Eli Craig,89,NA,cabin|cabin in the woods|nail gun|pickled eggs
83138,Frank M. Ahearn|David Bond|Phil Booth|Cameron Gowlett|Duncan Mee,Melinda McDougall,59,NA,surveillance|privacy|on the road|cat and mouse
83158,Maggie Grace|Danny Dyer|Matt King|Nathaniel Parker|Bronagh Gallagher|Anthony Higgins|Steve Haze|Christian Patterson|Dave Lynn|Gary Beadle|Amanda Boxer|Paul Kaye|Matthew Stirling|Alan McKenna|Fiona O'Shaughnessy,Jayson Rothwell,87,NA,watching tv|england|underworld|amnesia
83163,Uhm Junghwa|Seong-kun Mun|Oh-jung Kwon|Jong-won Choi|Hyeon-yeong|Yong-geon Kim|Ik-tae Kim|Hyo-jun Park|Hyun-Sung Jang|Seong-bin Park|Ji-su Lee|Ye-jin Choi|Dae-yeon Lee|Pal-yeong Park|Man-sik Jeong,Eun-jin Pang,106,NA,crying woman|woman murders a man|woman in jeopardy|sticker
83177,Dan Aykroyd|Justin Timberlake|Anna Faris|Tom Cavanagh|T.J. Miller|Nate Corddry|Andrew Daly|Josh Robert Thompson|David Stott|Greg Johnson|Christy Qulliam|Patricia Aldersley|Tim McLachlan|Hayden Vernon|Dean Knowsley,Jennifer Ventimilia,81,"$80,000,000",park|bear|mayor|sabotage
83180,Graham Allison|James Baker III|Bruce Blair|Tony Blair|Zbigniew Brzezinski|Matthew Bunn|Richard Burt|Jimmy Carter|Mike Chinoy|Joseph Cirincione|Richard Cizik|Thomas D'Agostino|F.W. de Klerk|Pascal Fias|Alexander Glaser,Lucy Walker,89,NA,nuclear weapon|wmd|nuke|power politics
83182,Andrew Alfieri|Hideaki Anno|Moyoco Anno|Tadanobu Asano|Maya Banno|Kazue Fukiishi|Chizuru Ikewaki|Shihori Kanjiya|Ryô Kase|Rinko Kikuchi|Shunichiro Miki|Aoi Miura|Kenji Mizuhashi|Ryû Morioka|Yoshiyuki Morishita,Hajime Ishimine,150,NA,absurdism|surrealism|sketch comedy|part animation
83184,Kkobbi Kim|Hwan Lee|Ik-joon Yang|Jeong-soon Park|Seung-Yun Lee|Hee-soo Kim|Jin-sook Lee|Yong-min Choi|Hae-yeon Kil|Sang-won Kim|Seon-ae Ji|Man-sik Jeong|Seung-Hoon Yoon|Jee-hye Oh|Seung-il Hong,Ik-joon Yang,130,NA,south korea|written and directed by cast member|stabbed in the stomach|flashback
83186,NA,NA,NA,NA,NA
83189,NA,NA,NA,NA,NA
83193,NA,NA,NA,NA,NA
83219,Stacy Keach|John Lasseter|Brad Bird|John Musker|Ron Clements|Ollie Johnston|Frank Thomas|Randy Cartwright|Ron Miller|Glen Keane|Don Hahn|Alvy Ray Smith|Ed Catmull|Alexander Schure|George Lucas,Leslie Iwerks,88,NA,f rated|behind the scenes|animation filmmaking
83222,NA,NA,NA,NA,NA
83225,Antonio Lerma Batista|Evaristo Lerma Batista,Israel Cárdenas,87,NA,sierra madre mountains|mountain|sonora mexico|boy
83227,Didier Bezace|Jean-Paul Comart|Charlotte Kady|Jean-Roger Milo|Nils Tavernier|Philippe Torreton|Lara Guirao|Cécile Garcia-Fogel|Claude Brosset|Fabrice Roux|Jean-Luc Abel|Martial|Jacky Pratoussy|Didier Castello|Jacques Rosny,Bertrand Tavernier,145,NA,drugs|police|police raid|tailing a suspect
83232,NA,NA,NA,NA,NA
83241,José Mojica Marins|Jece Valadão|Adriano Stuart|Milhem Cortaz|Rui Resende|José Celso Martinez Corrêa|Cristina Aché|Helena Ignez|Débora Muniz|Thaís Simi|Cleo de Paris|Nara Sakarê|Giulio Lopes|Eduardo Chagas|Luís Melo,Dennison Ramalho,94,NA,psychotronic film|son|sadistic horror|candlelight
83244,Antoine L'Écuyer|Gabriel Maillé|Catherine Faucher|Suzanne Clément|Daniel Brière|Anne-Marie Égré|Jules Philip|Léo Caron|Micheline Bernard|Jean Maheux|Denis Gravereaux|Evelyne Rompré|Pierre Deslandes|Pascale Desrochers|Catherine Proulx-Lemay,Philippe Falardeau,NA,NA,child abuse|abandoned by mother|acting out|little boy
83246,NA,NA,NA,NA,NA
83248,NA,NA,NA,NA,NA
83250,NA,NA,NA,NA,NA
83256,Pawel Malaszynski|Robert Wieckiewicz|Malgorzata Foremniak|Urszula Grabowska|Artur Zmijewski|Maciej Kozlowski|Janusz Chabior|Monika Dryl|Krzysztof Globisz|Szymon Bobrowski|Andrzej Zielinski|Andrzej Grabowski|Alicja Dabrowska|Katarzyna Paczynska|Andrzej Krukowski,Jaroslaw Sypniewski,NA,NA,camera woman|reporter|mafia|face mask
83258,Henry Hübchen|Moritz Bleibtreu|Corinna Harfouch|Nadeshda Brennicke|Josef Hader|Roland Düringer|Paulus Manker|Karlheinz Hackl|Vincent Klink|Georg Veitl|Georg Friedrich|Jumbo Schreiner|Cornelius Obonya|Zoltan Deme|Igor Cillík,Chris Kraus,108,NA,
83260,Lucas Gregorowicz|Wotan Wilke Möhring|Justus von Dohnányi|Anna Dereszowska|Lisa Maria Potthoff|Charly Hübner|Filip Peeters|Sybille J. Schedwill|Eric Bouwer|Sebastian Kroehnert|Daniel Flieger|Joan Pascu|Adem Yüksel|Petra Welteroth|Anne Bolik,Christian Zübert,88,"EUR350,000",author|gangster|biographer
83264,Ranveer Singh|Anushka Sharma|Ranjit Batra|Manu Rishi Chadha|Manish Chaudhary|Sushil Dahiya|Shena Gamat|Andrew Hoffland|Manit Joura|Kanksha|Alok Kumar|Govind Pandey|Karan Sagoo|Shirina Sambyal|Chetan Sharma,Amitabh Bhattacharya,139,NA,wedding|wedding party|wedding planning|wedding planner
83266,Hrithik Roshan|Ameesha Patel|Anupam Kher|Dalip Tahil|Mohnish Bahl|Ashish Vidyarthi|Satish Shah|Farida Jalal|Tanaaz Currim Irani|Payal Malhotra|Rajesh Tandon|Vrajesh Hirjee|Ram Mohan|Shama Deshpande|Kamal Singh,Rakesh Roshan,172,"INR140,000,000",love|new zealand|singer|cruise ship
83268,Bill Alexander|Maude Barlow|Basil Bold|Shelly Brime|Anthony Burgmans|Kent Butler|Michel Camdessus|Charles-Louis de Maud'huy|Ashwin Desai|Siddharaj Dhadda|Shripad Dharmadhikary|Antoine Frerot|Ashok Gadgil|Peter H. Gleick|Wenonah Hauter,Dan Berger,84,"$350,000",environmental issues
83270,Sally Hawkins|Andrea Riseborough|Jaime Winstone|Lorraine Stanley|Nicola Duffett|Geraldine James|Bob Hoskins|Matthew Aubrey|Daniel Mays|Roger Lloyd Pack|Phil Cornwell|Karen Seacombe|Thomas Arnold|Sian Scott|Robbie Kay,William Ivory,113,"$7,200,000",f rated|whitehall|rolling downhill|looking at oneself in a mirror
83273,NA,NA,NA,NA,NA
83275,Jirí Schwarz|Veronika Zilková|Marta Vancurová|Petr Cepek|Jan Hrusínský|Rudolf Hrusínský|Martin Dejdar|Milena Dvorská|Jana Hlavácková|Blazena Holisová|Tomás Juricka|Miriam Kantorková|Josef Karlík|Václav Knop|Jan Kraus,Václav Nývlt,87,NA,
83277,NA,NA,NA,NA,NA
83279,Thomas Leikos|Marinela Vlahaki|Dimitris Kalogerakis|Andypas Damosidis|Manolis Konstadakakis|Solonas Katsikandarakis|Manos Kteniadakis|Nektarios Xekoukoulotakis|Manolis Koutoulakis|Donald Samba|Lendy Samba|Marios Samba|Giorgos Tomazinakis|Katerina Badogianni|Mathios Badogiannis,Theo Papadoulakis,25,"EUR20,000",crete|samurai|killing an animal|bully
83281,Wotan Wilke Möhring|Julia Hummer|Antoine Monot Jr.|Alexander Beyer|Janek Rieke|Doris Schretzmayer|Götz Schubert|Fatih Cevikkollu|Marie Gruber|Thomas Thieme|Leander Haußmann|Mirko Borscht|Jürgen Brandschedel|Claudia Bratfisch|Victor Calero,Robert Schwentke,87,NA,one word title|testicular cancer|sex|tragic love
83291,NA,Margaret Brown,97,NA,
83293,Vik Muniz,Karen Harley,99,"$1,500,000",title co directed by female|artist|garbage|landfill
83295,NA,NA,NA,NA,NA
83300,Kevin Carlson|Laurence Fishburne|Aaron Fletcher|Ric Heitzman|Suzanne Kent|William Marshall|George McGrath|S. Epatha Merkerson|Alison Mork|John Paragon|Lynne Marie Stewart|Vic Trevino|Wayne White|Charlie Tickner|Paul Reubens,Paul Reubens,49,NA,christmas|present|sleigh|santa claus
83302,Keira Knightley|Sam Worthington|Guillaume Canet|Eva Mendes|Daniel Eric Gold|Scott Adsit|Griffin Dunne|Stephanie Romanov|Anson Mount|Stephen Mailer|John Treacy Egan|Justine Cotsonas|Karen Pittman|Jon Norman Schneider|Chriselle Almeida,Massy Tadjedin,93,NA,business trip|ex boyfriend|co worker|married couple
83308,NA,NA,NA,NA,NA
83310,August Zirner|Alice Harlan|Lotte Harlan|Nele Harlan|Lena Harlan|Thomas Harlan|Kristian Harlan|Caspar Harlan|Maria Körber|Veit Harlan|Jan Harlan|Christiane Kubrick|Hilde Körber|Kristina Söderbaum|Susanne Körber-Harlan,Jud Süß,NA,NA,third reich|propaganda|nazi germany|filmmaker
83316,NA,NA,NA,NA,NA
83318,NA,NA,NA,NA,NA
83320,NA,NA,NA,NA,NA
83322,NA,NA,NA,NA,NA
83324,Zhao Jian|Henriette Gbou|Juliana Neves|Sheetal Gandhi|Luis Pelegrini|Erik Karol|Agnès Sohier|Chen Shi|Lei Na|Peng Rui|Zhaopeng Wang|Luan Leilei|Hao Desheng|Jiang Wei|Ruan Zirong,David Mallet,89,NA,cirque du soleil|crown|live performance|spectacle
83326,John Gilkey|Octavio Alegria|Alexei Anikine|Kevin Atherton Laprise|Andrew Atherton|Helen Ball|Paul James Bannerman|Roni Bello|Stiv Bello|Cinthia Beranek|Vasyl Besha|Sergiy Bobrovnik|Claudio Carnerio|Mooky Cornish|Michel Cyr,Nick Morris,110,NA,cirque du soleil|tv special|circus
83330,Alan Rickman|Greta Scacchi|Ian McKellen|David Warner|John Wood|James Frain|Ian Hogg|Sheila Ruskin|Peter Jeffrey|Freddie Findlay|Julian Curry|László Áron|János Bata|István Bicskei|István Bubik,Peter Pruce,135,NA,czar|tzar|bum|decadence
83332,Gerry Beckley|Lee Blackman|Perry Botkin Jr.|Ray Cooper|Micky Dolenz|Stanley Dorfman|Terry Gilliam|Bruce Grakal|Doug Hoefer|Dustin Hoffman|Mark Hudson|Danny Hutton|Eric Idle|Rick Jarrard|Al Kooper,John Scheinfeld,116,NA,self destructiveness|reference to franz schubert|cousin cousin relationship|embezzlement
83334,Thora Birch|Gideon Emery|Kavan Reece|Derek Magyar|Gloria Votsis|Todd Jensen|Vladimir Vladimirov|Koyna Ruseva|Valentin Ganev|Ivan Barnev|Nikolay Mutafchiev|Miroslav Emilov|Aleksandra Vasileva|Lina Zlateva|Matthew Tibbs,Gideon Raff,94,NA,jock strap|breaking a bottle over someone's head|tongue cut out|psychotronic film
83337,Hrithik Roshan|Kareena Kapoor|Rani Mukerji|Uday Chopra|Satish Shah|Kiran Kumar|Smita Jaykar|Himani Shivpuri|Sachin Khedekar|Maya Alagh|Athit Naik|Parikshit Sahni|Nandini Seth|Barkha Singh|Raja Vaid,Aditya Chopra,149,"INR170,000,000",e mail|friendship|childhood friend|best friend
83339,Hrithik Roshan|Kareena Kapoor|Abhishek Bachchan|Johnny Lever|Pankaj Kapur|Raju Srivastava|Vrajesh Hirjee|Kunal Vijaykar|Himani Shivpuri|Reema Lagoo|Upasna Singh|Tanaaz Currim Irani|Himakshi|Dalreen Meyers|Arti Avasthi,Sooraj R. Barjatya,197,"INR300,000,000",horse|footsie under the table|valentine's day|treadmill
83343,NA,NA,NA,NA,NA
83345,NA,NA,NA,NA,NA
83349,Seth Rogen|Jay Chou|Cameron Diaz|Tom Wilkinson|Christoph Waltz|David Harbour|Edward James Olmos|Jamie Harris|Chad L. Coleman|Edward Furlong|Jill Remez|Joe O'Connor|Morgan Rusler|Joshua Erenberg|Analeigh Tipton,Seth Rogen,119,"$120,000,000",action hero|car accident|anti hero|car crash
83351,NA,NA,NA,NA,NA
83357,NA,NA,NA,NA,NA
83359,NA,NA,NA,NA,NA
83361,NA,NA,NA,NA,NA
83369,Dragos Bucur|Colin Farrell|Ed Harris|Alexandru Potocean|Saoirse Ronan|Mark Strong|Gustaf Skarsgård|Jim Sturgess|Sebastian Urzendowsky|Zachary Baharov|Sally Brunski|Igor Gnezdilov|Dejan Angelov|Stanislav Pishtalov|Mariy Rosen,Slavomir Rawicz,133,"$30,000,000",long walk|oasis|gulag|desert
83374,Dong-Gun Jang|Kate Bosworth|Geoffrey Rush|Danny Huston|Tony Cox|Lung Ti|Analin Rudd|Markus Hamilton|Rod Lousich|Matt Gillanders|Christina Asher|Jed Brophy|Carl Bland|Ian Harcourt|Tony Wyeth,Sngmoo Lee,100,"$42,000,000",assassin|19th century|throwing a knife|bullet time
83376,NA,NA,NA,NA,NA
83381,NA,NA,NA,NA,NA
83385,Jamey Sheridan|Steve Buscemi|Mariann Mayberry|Aidan Quinn|John Savage|Campbell Scott|Titus Welliver|Karen Young|Jayne Atkinson|Bill Sage|Emily Donahoe|Asher Grodman|Andrew Dolan|Rutanya Alda|Kevin Reed,Nicholas T. Proferes,94,"$1,000,000",f rated|vietnam war veteran|guilt|forgiveness
83389,Elly Stone|Mort Shuman|Joe Masiell|Jacques Brel|Annick Berger|Moni Yakim|Bernard Lafontaine|France Lombard|Sophie Héroux|Nico Sirakos|Jean Schianno|René Quivrin|Paule Tanneur|Martial|Jean Nény,Denis Héroux,NA,"CAD850,000",drunk man|man wrapped in a towel|younger version of character|song
83411,NA,NA,NA,NA,NA
83415,NA,NA,NA,NA,NA
83417,Eduardo Noriega|Flora Martínez|Belén Fabra|Héctor Colomé|Sonia Madrid|Vicente Gil|Yunet Guerra|Andrea Gara|Lara de Miguel|Yohana Cobo|Irene Escolar|Carla Sánchez|César Mora|Andrés Lima|Paula Garber,Vicente Aranda,100,NA,male full frontal nudity|one male two females threesome|deep cleavage|large breasts
83424,Aamir Khan|Asin Thottumkal|Jiah Khan|Pradeep Singh Rawat|Tinnu Anand|Riyaz Khan|Asif Ahmed|John Cardiel|Vibha Chhibber|Neville Dadachanji|Salim Fatehi|Mahendra Gole|Sunil Grover|Simon Hewitt|Kiran Deep Jagi,Piyush Mishra,NA,"INR200,000,000",businessman|tattoo|short term memory loss|polaroid
83435,NA,NA,NA,NA,NA
83437,NA,NA,NA,NA,NA
83439,NA,NA,NA,NA,NA
83446,NA,NA,NA,NA,NA
83448,Mira Sorvino|Armin Mueller-Stahl|Olga Sutulova|Gabriel Byrne|Mikhail Efremov|Aleksandr Abdulov|Vladimir Ilin|Alyona Stebunova|Sergey Koltakov|David Verrey|Viktor Smirnov|Vadim Loginov|Marat Basharov|Zhanna Nesterenko|Aleksandra Kulikova,Aleksandr Buravskiy,110,"$7,000,000",chess|white russian|journalist|presumed dead
83450,Aleksey Kopashov|Andrey Merzlikin|Pavel Derevyanko|Aleksandr Korshunov|Maksim Kostromykin|Anna Tsukanova-Kott|Sergey Tsepov|Benik Arakelyan|Mikhail Pavlik|Sergey Vlasov|Aleksandr Sirin|Evgeniy Tsyganov|Tatyana Kamina|Veranika Nikanava|Yana Esipovich,Aleksey Dudarev,138,NA,heroic military|red army|fortress|border
83457,Madhuri Dixit|Salman Khan|Mohnish Bahl|Renuka Shahane|Alok Nath|Anupam Kher|Reema Lagoo|Bindu|Ajit Vachani|Satish Shah|Himani Shivpuri|Sahila Chaddha|Dilip Joshi|Laxmikant Berde|Priya Arun Berde,Sooraj R. Barjatya,206,"INR45,000,000",cough|cricket the sport|necklace|dog
83464,NA,NA,NA,NA,NA
83468,Bjarne Henriksen|Vivian Wu|Lin Kun Wu|Paw Henriksen|Charlotte Fich|Chapper Kim|Laura Bro|Peder Thomas Pedersen|Thomas Gammeltoft|Mathias Sparre-Ulrich|Jeppe Kaas|Johan Rabaeus|Mogens Rex|Nicolas Winding Refn|Buppha Witt,Kim Fupz Aakeson,88,NA,chinese|plumber|marriage|divorce
83478,Tony Jaa|Primorata Dejudom|Dan Chupong|Nirut Sirichanya|Petchtai Wongkamlao|Sarunyu Wongkrachang|Sorapong Chatree|Chumphorn Thepphithak|Philip Hersh,Tony Jaa,99,NA,meditation|village|duel|fight
83480,Nicolas Cage|Ron Perlman|Stephen Campbell Moore|Stephen Graham|Ulrich Thomsen|Claire Foy|Robert Sheehan|Christopher Lee|Kevin Rees|Andrew Hefler|Fernanda Dorogi|Rebekah Kennedy|Matt Devere|Róbert Bánlaki|Barna Illyés,Bragi F. Schut,95,"$40,000,000",middle ages|knight|monk|witch
83506,Ricky Gervais,Ricky Gervais,86,NA,stand up special|stand up comedian|stage show|social satire
83525,Takeshi Kitano|Kippei Shîna|Ryô Kase|Fumiyo Kohinata|Sôichirô Kitamura|Tadashi Sakata|Kenji Morinaga|Masaki Miura|Tokio Emoto|Jun'ichi Nitta|Toshiyuki Watarai|Masashi Iwadera|Yûjirô Komura|Kenji Ohara|Toshimichi Tasaki,Takeshi Kitano,NA,NA,yakuza|japan|japanese|false evidence
83527,Magaly Solier|Carlos J. de la Torre|Yiliana Chong|Juan Ubaldo Huamán|Melvin Quijada|Vicento Llauca Trejo|Kike Ortiz|Hermelinda Luján|Enriqueta Valdiviano|Eliazar Aquino|Luis Gonzales|Antonio Morales|Daniel Ocano Paucar|Teresa Villanueve,Claudia Llosa,100,NA,peru|murder|incest|father daughter incest
83529,Max von Sydow|Ghita Nørby|Anette Hoff|Gard B. Eidsvold|Eindride Eidsvold|Åsa Söderling|Sverre Anker Ousdal|Erik Hivju|Edgar Selge|Ernst Jacobi|Svein Erik Brodal|Per Jansen|Jesper Christensen|Johannes Joner|Finn Schau,Per Olov Enquist,159,"SEK40,000,000",marriage|nazism|author|world war two
83531,NA,NA,NA,NA,NA
83533,Gandi Mukli|Baki Davrak|Erdal Yildiz|Inge Keller|Michael Gerber|Murat Yilmaz|Hasan Ali Mete|Hakan Tandogan|Cihangir Gümüstürkmen|Celal Perk|Mesut Ozdemir|Ulrich Simontowitz|Willi Herren|Mario Irrek|Jan Andres,Kutlug Ataman,93,NA,berlin germany|semen|male nudity|male male kiss
83535,Joss Ackland|Claire Bloom|Roy Kinnear|Sally Ann Marsh|Rik Mayall|Peggy Mount|Peter Murray|Victor Spinetti|Mollie Sugden|Frank Rozelaar-Green|William Hootkins|Maxine Howe|Stephen Lyons|Robin Lyons,József Gémes,NA,"$10,000,000",star died before release|king|cult film|hungary
83538,NA,NA,NA,NA,NA
83540,NA,NA,NA,NA,NA
83556,Léora Barbara|Mélissa Rodriguès|Laëtitia Guerard|Karole Rocher|Benjamin Biolay|Guillaume Depardieu|Johan Libéreau|Jeannick Gravelines|Valérie Stroh|Thierry Neuvic|Anne Benoît|Christophe Bourseiller|Nicolas Janny|Christel Dewynter|Yolaine-Anne Gliott,Sylvie Verheyde,NA,NA,f rated|character name as title|poker|triple f rated
83558,Sang-mi Choo|Ji-won Ye|Kil-kang Ahn|George Georgiou|Choo-wol Kim|Hak-sun Kim|Sang-kyung Kim|Hyeon-jong Sin,Sang-soo Hong,115,NA,classmate|unfaithfulness|unemployment|infidelity
83560,NA,NA,NA,NA,NA
83562,Dominique Reymond|Daniel Duval|Jessica Martinez|Alexandre Roger|Xavier Colonna|Fanny Rochetin|Flavie Chimènes|Jérémy Chaix|Guillaume Mathonnet|Eric Huyard|Loys Cappatti|Marcel Guilloux-Delaunay|Jeanne Noto|Julie Peysson|Annette Pradier,Sandrine Veysset,90,NA,
83569,NA,NA,NA,NA,NA
83575,Argentino Vargas|Francisco Dornez|Yolanda Galarza|Víctor Varela|Francisco Salazar|Hilda Chamorro|Ángel Vera|Javier Lenciza|Raúl Fagundez|Saúl Gómez|Miguel Altamirano|Raúl Ramírez|José Urdangarín|Mario Omar|Ricardo Arriola,Lisandro Alonso,78,NA,shave
83577,NA,NA,NA,NA,NA
83579,Leonardo Sbaraglia|Martín Slipak|Bárbara Goenaga|Luis Machín|Ana Celentano|Arturo Goetz|Agustín Vázquez|Federico Luppi|Felipe Villanueva|Rocío Muñoz|Antonia Bengoechea|Daniel Valenzuela|Manuel Longueiras|Claudia Cantero|Marcelo D'Andrea,Ana Cohan,NA,NA,research|cell|trial|complaint
83581,NA,NA,NA,NA,NA
83583,Arata Iura|Yûsuke Iseya|Susumu Terajima|Yui Natsukawa|Tadanobu Asano|Azusa|Ken'ichi Endô|Seminosuke Murasugi|Baijaku Nakamura|Ikuji Nakamura|Ryô|Kanji Tsuda|Yorie Yamashita,Hirokazu Koreeda,132,NA,lake|urban setting|family relationships|victim
83585,Bijou Phillips|James Murray|Raphaël Coleman|Owen Teale|Ty Glaser|Oliver Coopersmith|Ioan Karamfilov|Jack Ellis|Skye Bennett|Arkie Reece|Todd Jensen|Mariana Stansheva|Alexis Bergemann|Michal Yannai|Gergana Bouzukova,Larry Cohen,80,"$10,000,000",gore|blood splatter|childbirth|woman in labor
83588,NA,NA,NA,NA,NA
83590,NA,NA,NA,NA,NA
83592,Chiara Mastroianni|Pedro Abrunhosa|Antoine Chappey|Leonor Silveira|Françoise Fabian|Maria João Pires|Anny Romand|Luís Miguel Cintra|Stanislas Merhar|Claude Lévèque|Ricardo Trêpa|Alain Guillo|Jean-Loup Wolff|Alexandre Nanaia|Marcel Terroux,Manoel de Oliveira,107,NA,nun|car accident|concert|letter
83601,Cassandra Forêt|Charlotte Eugène Guibeaud|Marie Bos|Biancamaria D'Amato|Harry Cleven|Jean-Michel Vovk|Bernard Marbaix|Thomas Bonzani|François Cognard|Delphine Brual|Jean Secq|Béatrice Butler|Charles Forzani|Benjamin Guyot|Yves Fostier,Bruno Forzani,90,"EUR880,000",close up of eye|looking through a keyhole|hiding under a bed|pocket watch
83603,NA,Wladyslaw Starewicz,23,NA,
83605,Virginie Ledoyen|Lou Doillon|Catriona MacColl|Dorina Lazar|Virginie Darmon|Jérôme Soufflet|Marie Herry|Eric Prat|Marin Chouquet,Pascal Laugier,NA,"EUR5,320,000",orphanage|war orphan|insanity|dying in childbirth
83607,NA,NA,NA,NA,NA
83611,Tzaddi Allick|Jef Betz|Greg Oliver Bodine|H.R. Britton|Nadia Dassouki|Angela Funk|Robin Kurtz|Rebecca Kush|David Ian Lee|Vincent Marano|Montserrat Mendez|Wesley Tate Olin|Jeffrey Plunkett|Thomas Rowen|Susan Sassi,Andrew Bellware,85,NA,female nudity|pollution|drunk woman|mini skirt
83613,Daniel Craig|Abigail Spencer|Buck Taylor|Matthew Taylor|Cooper Taylor|Clancy Brown|Paul Dano|Chris Browning|Adam Beach|Sam Rockwell|Ana de la Reguera|Noah Ringer|Brian Duffy|Olivia Wilde|Keith Carradine,Roberto Orci,119,"$163,000,000",extraterrestrial alien|desert|cowboy|arizona
83616,Andy McCoy|Angela Nicoletti|Dave Lindholm|Michael Monroe|Pelle Miljoona|Remu Aaltonen|Esa Anttila|Heikki Killinen|Lauri Hakala|Akash Khurana|Marco Melander|Hanoi Rocks|Birgitta Lindholm|Martin Nugent|Niina Nurminen,Pekka Lehto,NA,"FIM3,418,808",pseudo documentary|musician|rock musician|artist
83619,Adrián Suar|Florencia Bertotti|Claudia Fontán|Gabriel Chame|Ana María Castel|Juan Carlos Galván|Andrés Ciavaglia|Andrea Goldberg|José Mehrez|Mela Green|Florencia Miller|Luly Drozdek|Gabriela Canaves|Maria Belen Vigliero|Lorenzo Meneghelli,Adrián Suar,NA,NA,
83652,Jördis Triebel|Jürgen Vogel|Maik Solbach|Martin Feifel|Anja Leppehof|Nina Petri|Julia Beerhold|Sebastian Rüger|Alina Schrader|Moritz Macher|Hinnerk Schönemann|Karin Neuhäuser|Steffen Schroeder|Arved Birnbaum|Martina Eitner-Acheampong,Ruth Toma,99,NA,sex|captive|male nudity|male frontal nudity
83654,Valerio Mastandrea|Giuseppe Battiston|Anita Caprioli|Caterina Murino|Paolo Briguglia|Teco Celio|Gisella Burinato|Dino Abbrescia|Luciano Scarpa|Paolo Sassanelli|Natalino Balasso|Valentina Fois|Edoardo Gabbriellini|Paola Bechis|Raffaella Lebboroni,Gianni Zanasi,105,"EUR1,283,000",luneur|politician|cemetery|cherry
83656,Aira Samulin|Martti Suosalo|Remu Aaltonen|Marja Korhonen|Iiro Rantala|Jorma Uotinen|Jukka Puotila|Marco Bjurström|Helena Lindgren|Stefan Lindfors|Ekku Peltomäki|Marja-Sisko Aimonen|Diana Anttila|Tapio Elomaa|Oleg Grechney,Pekka Lehto,95,"FIM7,300,000",dance|celebrity|cabaret
83658,NA,NA,NA,NA,NA
83660,NA,NA,NA,NA,NA
83662,NA,NA,NA,NA,NA
83664,NA,NA,NA,NA,NA
83666,Mikael Allu|Bjarne Gunnarsson|Erik Gustafsson|P.A. Emanuelsson|Pär Berg|Allan Carlund|Alfred Nilsson Lilja|Robert Reutherborg|Petter Källqvist|Jesper Sjövall|Frida Hellström-Ålander|Jonas Pärlbäck|Johan Bylund|Anna Johansson|Johan Runeborg,Ruben Östlund,NA,"SEK5,000,000",
83668,Ninón del Castillo|Pascual Loayza|Nicolás Fernández|Juan Pablo Koria|Mariana Vargas|Viviana Condori|Luisa De Urioste|Glenda Rodríguez|Ximena Alvarez|Juana Chuquimia|Viviana Condori|Ninon del Castillo|Nicolas Fernandez|Juan Pablo Koria|Pascual Loayza,Juan Carlos Valdivia,108,NA,upper class|bolivia
83671,Alicia Witt|John de Lancie|Elizabeth Daily|Flea|Mark Hamill|Lauren Lane|Cloris Leachman|Corey Burton|John DeMita|Julia Fletcher|Debi Derryberry|Dave Fennoy|Alex Fernandez|Jamie Hanes|John Hostetter,Kevin Altieri,73,NA,dc comics|image comics|based on comic book|gen 13
83756,Søren Sejersen|Heine Petersen|Jens Albinus|Anne Voigt Christiansen|Nynne Karen Nørlund|Ole Jacobsen|Michael Asmussen|Daniel Hagedorn|Lone Roesgaard|Marianne Hager|Sarah K. Øtrup|Peter Schrøder|Thomas Bendixen|Bent Nielsen|Torben Vestergaard,Nils Malmros,98,NA,family relationships|dead children|children|x ray
83758,Yves Saint-Laurent|Pierre Bergé|Betty Cartoux|Loulou De La Falaise|Jack Lang|Frédéric Chambre|Boujemaa Lahbali|Catherine Deneuve|Laetitia Casta|François de Ricqlès|François Curiel|Lionel Gosset|Antoine Godeau|Randy Jones,Ève Guillou,NA,NA,death|fashion designer|morocco|marrakech morocco
83760,Juha Veijonen|Hannu-Pekka Björkman|Jussi Lampi|Johanna Kokko|Lotta Lindroos|Kari-Pekka Toivonen|Pekka Huotari|Kari Väänänen|Seppo Pääkkönen|Matti Onnismaa|Vesa Vierikko|Tommi Korpela|Jasper Pääkkönen|Kari Hietalahti|Elina Knihtilä,Marko Leino,92,"EUR1,526,000",homicide|petty criminal|bar|rock band
83763,NA,NA,NA,NA,NA
83765,NA,NA,NA,NA,NA
83767,NA,NA,NA,NA,NA
83773,Tadanobu Asano|Georgina Hobson|Christa Hughes|Takanori Kubo|Kevin Sherlock|Mavis Xu,Christopher Doyle,NA,NA,gay interest|gay bar
83777,NA,NA,NA,NA,NA
83789,Marta Etura|Pilar Castro|Luis Callejo|Toni Acosta|Antonio Garrido|Asier Etxeandia|Juanma Cifuentes|Cristina Alcázar|Aitor Mazo|Pedro Casablanc|Jorge de Juan|Tatiana Astengo|Sonia Lázaro|Daniel Carrillo|Estrella Alonso,Ángel Díaz de Rada,102,NA,kinky sex|loud sex|f rated|female nudity
83791,NA,NA,NA,NA,NA
